page_number,url,text
443,https://hymnary.org/page/fetch/SSSH1989/443/high,"streaming? And the rocket' $ red glare, the bombs   bursting in air, Gave closes? Now it catches the gleam of the moming' S first beam , In full lu tion; No ref uge could save the hire ling and slave From the nation! Then conquer we must, when our cause it is just; And [NEWLINE] proof through the night that our flag was still there. say, does   that glo ry re flect ed, now shines on the stream: Tis  the Starspan-gled ter ror of flight Or the   gloom  of the grave; And the Starspan-gled this be our mot to: ""In God is our trust! And the Starspan-gled [NEWLINE] Star span gled Ban ner yet Ban ner; long may it Ban ner in tri umph doth Ban ner in tri umph shall [NEWLINE] wave [NEWLINE] 0'er the land 0'er the land 0'er the land O'er the land [NEWLINE] wave [NEWLINE] wave [NEWLINE] wave [NEWLINE] of the free, of the free, of the free, of the free , [NEWLINE] and the home of the brave? and the home of the brave. and the home of the brave. and the home of the brave."
444,https://hymnary.org/page/fetch/SSSH1989/444/high,"437 Battle Hymn of the Republic JULIA WARD HOWE WILLIAM STEFFE [NEWLINE] 1 Mine eyes have seen the glory of the com ing of the  Lord; He is 2 1 have seen Him in the watchfires of a hundred circling camps; They have 3. He has sounded forth the trumpet that shall nev er sound retreat; He is 4. In the beau ty of the lil ies Christ was born aCrOSS  the sea, With a [NEWLINE] PL| [NEWLINE] trampling out the   vintage where the grapes of wrath are stored; He hath loosed the build ed Him an al tar in the ev- 'ning dews and damps; 1 can read His sift ing out the  hearts of men be fore   His judgment seat. 0 be swift, my glo ry in His bos om that trans fig ures you and me; As He died to #x4FF [NEWLINE] fateful lightning of  His ter ri ble swift sword; His truth is   marching on. righteous sentence by the dim and flaring lamps; His day is marching on. soul, to answer Him! be ju bilant, my feet! Our God is   marching on. make men ho ly, let uS die to make men free; While God is   marching on. [NEWLINE] Glory! glory, hal le lu jah! Gloryl glory, hal le lu jah! Glory! glory, hal le lu jah! Glo ~ry! glory, hal le lu jah! Glory! glory, hal le lu jah! Glo ry! glo ry, hal le lu jah! Glory! glory, hal le lu jah! Glo ~Tyl glo Ty , hal le lu jah!"
445,https://hymnary.org/page/fetch/SSSH1989/445/high,"Glo ryl glo ry, hal le lu jah! His truth is march-= -ing on. Glo ry!glo ry, hal le lu jah! His day is march-= -ing on. Glo ry! glo ry, hal le lu jah! Our God is march-= -ing on: Glo ry!glo ry, hal le lu jah! While God is marching on. [NEWLINE] My Country, 'Tis of Thee 438 SAMUEL FRANCIS SMITH Anonymous From ""Thesaurus Musicus' [NEWLINE] L. My coun try, tis of thee, Sweet land of lib er ty, 2. My na tive coun try, thee, Land of the no ble free , 3. Let mu sic swell the breeze, And ring from all the trees 4. Our fa thers God, to Thee, Au thor of lib er ty, [NEWLINE] Of thee sing: Land where my fa thers died, Land of the Thy name love: 1 love thy rocks and rills, Thy woods and Sweet freedom S song: Let mor tal tongues a wake, Let all that To Thee we sing: Long may our land be bright With freedom S [NEWLINE] pil grims pride, From ev ry mountain side Let free dom   ring! tem pled hills;  My heart with rap ture thrills Like that a bove. breathe   partake; Let rocks their si lence break, The sound pro _ long: ho ly light; Pro tect uS by Thy might, Great God, our King!"
446,https://hymnary.org/page/fetch/SSSH1989/446/high,"Count Your Blessings JOHNSON OATMAN, JR EDWIN 0. EXCELL [NEWLINE] L When up on life' $ billows you are tem pesttossed, When you are dis 2 Are you ev er burdened with a load of care? Does the cross seem 3 When you look at oth ers with their lands and gold, Think that Christ has 4 So, a mid the conflict, whether   great Or small Do not be dis [NEWLINE] couraged, thinking all is lost, Count your man y bless-= ings, name them heav y you are called t0 bear? Count your man y blessings, ev ry promised   you His   wealth un told; Count your man y blessings, money couraged, God is ver all; Count your man y blessings,   angels [NEWLINE] one by one, And it will sur prise you what the Lord hath done doubt will fly, And you will be sing ing as the days g0 by. can not buy Your reward in Heaven, nor your Home on high. will at tend, Help and comfort give  you to  your journey' $ end. [NEWLINE] Vv | [NEWLINE] Count [NEWLINE] your blessings, name them one by one; Count your Count your many blessings, name them one by one; Count your man y [NEWLINE] 8R blessings, See what God hath done; Count your blessings, bless-= -ings, See what God hath   done; Count your many blessings, #2"
447,https://hymnary.org/page/fetch/SSSH1989/447/high,"rit. [NEWLINE] a tempo FE60| TW Name them one by one: Count your many blessings, See what God hath done. A+L [NEWLINE] Thanks to God [NEWLINE] From the Swedish Translated by C. E. Backstrom [NEWLINE] J.A. HULTMAN [NEWLINE] 1. Thanks to God for my Re deem er, Thanks for all Thou dost providel 2 Thanks for prayers that Thou hast   answered, Thanks for what Thou dost de ny! 3 Thanks for ros es by the wayside, Thanks for thorns their stems contain! [NEWLINE] Thanks for times now but a mem ry, Thanks for Je suS by my sidel Thanks for  storms that 1 have   weathered, Thanks for all Thou dost sup ply! Thanks for home and thanks for fireside, Thanks for hope , that sweet re frain! [NEWLINE] Thanks for pleas ant, balmy springtime,  Thanks for dark and dreary falll Thanks for   pain, and thanks for pleas ure, Thanks for com fort in de spair! Thanks for joy and thanks for sor Fow, Thanks for heav'n-'ly peace with Theel [NEWLINE] Thanks for tears by now for got ten, Thanks for peace with in my soull Thanks for grace that none can measure , Thanks for love beyond compare. Thanks for hope in the to morrow_ Thanks through all ter ni ty"
448,https://hymnary.org/page/fetch/SSSH1989/448/high,"Great Is Thy Faithfulness THOMAS 0. CHISHOLM WILLIAM M RUNYAN [NEWLINE] 1. ""Great is Thy faith fulness, God my Fa ther, There is no 2 Summer and win ter, and springtime and harvest, Sun, moon, and 3. Par don for sin and a peace that en dur eth; Thy own dear [NEWLINE] shad ow of tum ing with Thee; Thou changest not; Thy com stars in their cours es a bove, Join with all na ture in pres ence to cheer and to guide; Strength for to day and bright [NEWLINE] TT [NEWLINE] passions, they fail not; As Thou hast been Thou for ev er wilt man 1 fold wit ness, To Thy   great   faith ful ness, mer cy and hope for to mor row, Blessings, all mine, with ten thousand be [NEWLINE] be love_ ""Great is   Thy   faithful-ness! sidel [NEWLINE] Great   is   Thy faithful-ness!"" [NEWLINE] )ES [NEWLINE] Morning   by moming new mercies 1 see; AlL [ have need ed Thy [NEWLINE] Copyright 1923. Renewal 1951 by William M Runyan. Assigned to Hope Publishing Co. All rights reserved. Used by permission. Favorite sOng of Dr. Clyde Narramore."
449,https://hymnary.org/page/fetch/SSSH1989/449/high,"hand hath pro vid ed ""Great is Thy faithful-ness; Lord, unto mel [NEWLINE] We Gather Together 442 Anonymous Netherlands Folk Song Translated by Theodore Baker Arranged by Edward Kremser [NEWLINE] 1. We gath er to geth er to ask the   Lord' s bless ing; 2. Be side uS to guide uS, our God with uS join ing; 3 We all do ex tol Thee, Thou Lead er in bat tle, [NEWLINE] He chas tens and has tens His will to make known; Or dain ing; main tain ing His king dom di vine; And pray that  Thou still our De fend er wilt be. [NEWLINE] The wick ed op press ing cease them from dis tress ing, So from the be gin ning the fight we were win ning; Let Thy con gre ga tion es cape trib la tion; [NEWLINE] Sing prais es to His name, Thou, Lord, wast at our side Thy name be ev er praised. [NEWLINE] He for gets not His own. the glo ry be Thinel 0 Lord, make uS freel"
450,https://hymnary.org/page/fetch/SSSH1989/450/high,"443 Lead Me Gently Home; Father WILL L. THOMPSON WILL L: THOMPSON [NEWLINE] L Lead me gen tly   Home, Father, Lead me gen tly Home, 2. Lead me gen tly   Home, Father, Lead me gen tly Home, 3 Lead me gen tly   Home, Father; Lead me gen tly Home, [NEWLINE] BT [NEWLINE] When   life's  toils are end ed, and part ing days have come; In life' $ dark est hours, Fa ther, when life' $ trou bles come; In temp tation '$ hours, Fa ther, when sore tri als come; [NEWLINE] BI| [NEWLINE] Sin no more   shall tempt me, Keep my feet from wan dering, Be Thou near to keep me, [NEWLINE] Ne'er   from Thee T roam, Lest from Thee roam, Take me as Thine own, [NEWLINE] rit. p [NEWLINE] If  Thou'It on ly lead me, Fa ther, Lest fall up on the  wayside, Lead me gen tly   Home. For can not live without Thee, [NEWLINE] Lead me gen tly Home, Father, lead me gen tly, Lead me gen tly Home, Father, Lead me gen tly Home, Father,"
451,https://hymnary.org/page/fetch/SSSH1989/451/high,"rit [NEWLINE] Lest 1 fall up on the   wayside, Lead me gently Home. gen tly Home. [NEWLINE] Almost [NEWLINE] PP. BILHORN [NEWLINE] P. P. BILHORN [NEWLINE] 13 Almost, but still re sist ed, Almost, but nev er believed; 2 Almost at one time I yield ed, Almost at one time was  saved; 3. Almost, why long  er re fuse Him? Almost, 0 lost one, be lieve; [NEWLINE] rit. [NEWLINE] Almost, but wait ed   and wait ed, Till the sweet  Spir it was grieved. Almost;, but drift ed   and drift ed, Sa tan thus held me en slaved: Almost, swing 0 pen thy heart'$   door, Je sus the Savjour re ceive. [NEWLINE] ff ^ p [NEWLINE] Now is the   time to re ceive   Him, Now is the time t0 be saved; [NEWLINE] 44 66 ff cresc. rit. Bi HKY Now, while the   Spir it is plead ing; Now, Je sus wait eth to save."
452,https://hymnary.org/page/fetch/SSSH1989/452/high,"Friendship With Jesus J.C. LUNDGATE S. FOSTER [NEWLINE] L.A friend of Je suS, oh, what bliss That one SO weak as 2. A Friend   when oth er friendships cease, A Friend   when oth ers fail; 3. A Friend to lead me in the dark, A Friend who knows the way; 4. A Friend   when sickness lays me low, A Friend   when death draws near; 5. A Friend when life'$ rough voyage is 0'er, A Friend   when death is past; [NEWLINE] Should ev er have a Friend   like this To lead me to the sky. A Friend who gives me joy and peace, A Friend who will pre vail. A Friend to steer   my weak, frail bark, A Friend my debts to pay. A Friend as thro the vale I g0, A Friend to help and cheer. A Friend to greet on Heaven'$ shore, A Friend when Home at last: [NEWLINE] Friend ship with Je sus, Fel low ship di vine; [NEWLINE] rit. [NEWLINE] 4} 4 Oh, what   blessed sweet com mun ion, Je suS is a Friend  of mine."
453,https://hymnary.org/page/fetch/SSSH1989/453/high,"Ivory Palaces 446 HENRY BARRACLOUGH HENRY BARRACLOUGH [NEWLINE] 1. My Lord has garments s0 wondrous fine, And myrrh their texture   fills; 2. His life had al SO its SOrrowS sore, For al oes had part; 3 His   garments tOO were in cas sia dipped, With heal ing in a touch; 4 In garments  glo ri ouS He will come; To pen wide the   door; [NEWLINE] Its   fragrance reached to this heart of  mine, With joy my be ing thrills. And when [ think of the cross He bore, My eyes with teardrops start. Each time my feet in some sin have slipped, He took me from its clutch: And 1 shall en ter my heav'nly Home, To dwell forev er more . [NEWLINE] DUET Slowly, softly, and with much expression PN 34 Out of the 1 Vo Ty pal a ces In to a world of woe, [NEWLINE] FULL CHORUS [NEWLINE] DUETVery softly [NEWLINE] PH Only His great e ter nal  love [NEWLINE] made my Saviour go."
454,https://hymnary.org/page/fetch/SSSH1989/454/high,[This image is under copyright]
455,https://hymnary.org/page/fetch/SSSH1989/455/high,[This image is under copyright]
456,https://hymnary.org/page/fetch/SSSH1989/456/high,"Dwelling in Beulah Land C:. AUSTIN MILES C. AUSTIN MILES [NEWLINE] 1. Far away the noise of strife up on my ear is fall ing; 2. Far below the storm of doubt up on the world  is beat ing; 3. Let the storm y breez es blow, their cry cannot a larm me; 4. View ing here the works of God, 1 sink in con tem pla tion, [NEWLINE] Then 1 know the sins of earth be set on ev ry hand: Sons of men in bat tle long the en my with stand: am safe ly shel tered here, pro tect ed by God $ hand: Hear ing now His bless ed voice, 1 see the way He planned: [NEWLINE] Doubt and  fear and things of earth in vain to me are call ing, Safe am with in the cas tle, ofGod's Word re treat ing, Here the sun is al ways shin ing, here there'$ naught can harm me, Dwell ing in the Spir it here, I learn of full sal va tion , [NEWLINE] Copyright 191 by HallMack Co. @ Copyright Renewed 1942 (extended), The Rodeheaver Co , Owner: Used by Permission:"
457,https://hymnary.org/page/fetch/SSSH1989/457/high,"None of these shall move me from Beu lah Land: Noth ing then can reach me tis Beu lah Land 1 am safe for ev er in Beu lah Land: Glad ly will tar ry in Beu lah Land. [NEWLINE] Tm Tm Im Im [NEWLINE] TA 9 liv ing on the   mountain, under - neath a cloudless sky, Tm Praise God! [NEWLINE] drinking at the fountain that nev er shall run dry; 0 yes! Im [NEWLINE] feast ing on the man na from a boun ti ful sup ply, For [NEWLINE] am [NEWLINE] dwell ing in [NEWLINE] Beu [NEWLINE] lah [NEWLINE] Land"
458,https://hymnary.org/page/fetch/SSSH1989/458/high,"The Lights of Home FANNY J. CROSBY CHARLES H. MARSH Duet [NEWLINE] 1. 0 the  friends that now are wait ing; In the cloudless realms of day, 2 They have laid aside their ar mor For the robe of spotless white; 3. On those dear famil-iar fac es There will be no trace of  care; [NEWLINE] 94 Pyy [NEWLINE] Who are call And with Je Ev ry sigh [NEWLINE] ing me to fol low Where their steps have led the suS they are walk ing Where the riv er sparkles was hushed forev er At the palace gate SO [NEWLINE] way; bright. fair. [NEWLINE] They have laid a side their ar mor, And their earth ly We have   la bored here to geth er, We have la bored [ shall see them, [ shall know them; [ shall hear their [NEWLINE] 45 They have kept the faith with pa tience And their Just a lit tle while be fore me They have And we'II all sing hal le lu jah In our [NEWLINE] course is run; side by   side, song of love,"
459,https://hymnary.org/page/fetch/SSSH1989/459/high,"crown of life is won crossed the roll ing tide. They are call ing, gen tly call ing; Sweetly Father' s house a bove. [NEWLINE] call ing me to come, And Tm look ing through the RaR rit. ] [NEWLINE] shad Ows For the bless ed lights of Home. [NEWLINE] Where Could [ Go? 451 J.B. COATS [NEWLINE] J,B. COATS [NEWLINE] 1. Liv ing below in this   old sinful world, Hardly a comfort can af ford; 2. Neighbors are kind, [ love them ev-'ryone;, We get along in  sweet accord; 3. Life   here is grand, with friends [ love $0 dear; Comfort [ get from God '$ own Word; [NEWLINE] Cho Where could [ g0, 0 where could [ g0; Seeking a refuge for my soul? [NEWLINE] D.C: for Chorus [NEWLINE] Striving alone to face tempta-tions sore, But when my soul needs manna from a bove, Where could  go but to the Lord? Yet when 1 face the chilling hand of Death, 66 [NEWLINE] Needing a friend to help me in the end, Where could [ g0 but to the Lord? Copyright 1940, by StampsBaxter Co. in ""Golden Key."
460,https://hymnary.org/page/fetch/SSSH1989/460/high,[This image is under copyright]
461,https://hymnary.org/page/fetch/SSSH1989/461/high,"The Touch of His Hand on Mine 453 [NEWLINE] JESSIE BROWN POUNDS [NEWLINE] HENRY P MORTON [NEWLINE] 1. There are days So dark that 1 seek in vain For the face of my 2. There are times, when tired of the toilsome   road, That   for ways of the 3_ When the way is dim, and can not see Through the mist of His 4. In the last sad hour, as [ stand a lone Where  the pow ers of [NEWLINE] Friend Di vine; But though darkness hide, He is there to guide world 1 pine; But He draws me back to the up ward   track wise de sign, How my glad  heart yearns   and my faith re tums death com bine , While the dark waves roll He will guide my soul [NEWLINE] By the touch of His   hand on mine. [NEWLINE] the touch of His   hand on [NEWLINE] mine, the touch of His hand on minel There is grace  and on mine, on minel [NEWLINE] HVE [NEWLINE] pow' 1, in the try ing hour, In the  touch of His   hand on mine. [NEWLINE] Copyright 1913. Renewal 1941 by Henry P. Morton. Assigned to Hope Publishing Co. All rights reserved: Used by permission."
